disease,symptom
Rosacea,Skin pimples
Rosacea,Episodic redness
Rosacea,Rhinophyma
Rosacea,Warm skin
Rosacea,Flushing
Rosacea,Papules
Rosacea,Skin bumps
Rosacea,Impaired vision
Rosacea,Foreign body eye sensation
Rosacea,Red eyes
Rosacea,Swollen eyelids
Cystitis,Urinary urgency
Cystitis,Difficulty urinating
Cystitis,Lower abdominal ache
Cystitis,Lower abdominal pain
Cystitis,Cloudy urine
Cystitis,Abdominal sensitivity
Cystitis,Cystitis after sex
Cystitis,Honeymoon bladder
Cystitis,Bladder pain
Cystitis,Chills
Cystitis,Urinary burning
Cystitis,Urination pain
Cystitis,Dark urine
Cystitis,Fever
Cystitis,Smelly urine
Cystitis,Blood in urine
Cystitis,Increased urination
Diabetes,Nausea
Diabetes,Paresthesia
Diabetes,Hand tingling
Diabetes,Poor skin healing
Diabetes,Muscle cramps
Diabetes,Numbness in hands
Diabetes,Dry itchy skin
Diabetes,Absence of menstruation
Diabetes,Thrush
Diabetes,Tinea
Diabetes,Skin infections
Diabetes,Breathing difficulties
Diabetes,Abscesses
Diabetes,Numbness in feet
Diabetes,Headaches
Diabetes,Tiredness
Diabetes,Hypertension
Diabetes,Sexual problems
Diabetes,Irritability
Diabetes,Foot tingling
Diabetes,Vaginal dryness
Diabetes,Peripheral neuropathies
Diabetes,Muscle weakness
Diabetes,Bed wetting
Diabetes,Muscle aches
Diabetes,Malaise
Diabetes,Premature menopause
Diabetes,Abdominal pain
Diabetes,Persistent fungal skin infections
Diabetes,Blurred vision
Diabetes,Poor healing
Diabetes,Erectile failure
Diabetes,Candida
Diabetes,Thirst
Diabetes,Flaky skin
Diabetes,Weight gain
Diabetes,Skin ulcers
Diabetes,Acne
Diabetes,Skin boils
Diabetes,Skin rashes
Diabetes,Urinary tract infections
Diabetes,Type 2 diabetes
Diabetes,Increased urination
Diabetes,Hyperglycemic hyperosmolar nonketotic syndrome (hhns)
Diabetes,Sweet-smelling fruity acetone breath
Diabetes,Excessive hunger
Emphysema,Barrel-chestedness
Emphysema,Hyperventilation
Emphysema,Blue skin
Emphysema,Breathing difficulties
Emphysema,Blue lips
Emphysema,Shortness of breath or wheezing
Emphysema,Finger clubbing
Emphysema,Breathlessness after exercise
Emphysema,Cyanosis
Emphysema,Chronic cough
Emphysema,Shortness of breath
Emphysema,Expanded chest
Emphysema,Cough with sputum
Emphysema,Shortness of breath on exertion and later at rest
Female infertility,Genital infection
Female infertility,Water brush
Female infertility,Dyspareunia
Female infertility,Endocrine dysfunction
Female infertility,Dysmenorrhoea
Female infertility,Sexual dysfunction
Female infertility,Vaginal discharge
Obsessive-compulsive disorder -- washers and cleaners,Frequent unnecessary washing of clothes
Obsessive-compulsive disorder -- washers and cleaners,Repeatedly clean surfaces in the home
Obsessive-compulsive disorder -- washers and cleaners,Repeatedly clean objects in the home
Obsessive-compulsive disorder -- washers and cleaners,Feel their house is never clean enough
Obsessive-compulsive disorder -- washers and cleaners,Abnormally frequent showers
Obsessive-compulsive disorder -- washers and cleaners,Frequent unnecessary cleaning of houses
Obsessive-compulsive disorder -- washers and cleaners,Feel their house is always contaminated despite repeatedly cleaning it
Obsessive-compulsive disorder -- washers and cleaners,Repeatedly hand washing
Social phobia,Nausea
Social phobia,Blushing
Social phobia,Speaking difficulty
Social phobia,Excessive self-consciousness
Social phobia,Anxiety in social situations
Social phobia,Fear of being watched
Social phobia,Sweating
Social phobia,Trembling
Brain cancer,Nausea
Brain cancer,Changes in sensation of a body area
Brain cancer,Pupils of eyes are a different size
Brain cancer,General ill feeling
Brain cancer,Hearing difficulties
Brain cancer,Dizziness
Brain cancer,Behavioral problems
Brain cancer,Calculating deficiencies
Brain cancer,Hallucinations
Brain cancer,Personality changes
Brain cancer,Brain swelling
Brain cancer,Speaking difficulty
Brain cancer,Headaches
Brain cancer,Speech problems
Brain cancer,Weakness of arms or legs
Brain cancer,Numbness of arms or legs
Brain cancer,Cognitive problems
Brain cancer,Motor problems
Brain cancer,One-sided body weakness
Brain cancer,Loss of memory
Brain cancer,Emotional changes
Brain cancer,Memory problems
Brain cancer,Gait problems
Brain cancer,Poor judgment
Brain cancer,Stumbling
Brain cancer,Fever
Brain cancer,Lethargy
Brain cancer,Seizures
Brain cancer,Vision problems
Brain cancer,Nausea and/or vomiting
Brain cancer,Swelling of the brain (hydrocephalus)
Brain cancer,Weakness of a body area
Brain cancer,"Vision changes -- double vision, decreased vision"
Brain cancer,"Decreased coordination, clumsiness, falls"
Ovarian cancer,Nausea
Ovarian cancer,Loss of appetite
Ovarian cancer,Lower abdominal pain
Ovarian cancer,Undefined
Ovarian cancer,Vaginal bleeding
Ovarian cancer,Deep voice
Ovarian cancer,Abdominal discomfort
Ovarian cancer,Changes in weight
Ovarian cancer,Constipations
Ovarian cancer,Diarrhea
Ovarian cancer,Irregular menstrual cycles
Ovarian cancer,Dyspepsia
Ovarian cancer,Hair growth
Ovarian cancer,Abdominal bloating
Ovarian cancer,Abdominal swelling
Ovarian cancer,Malaise
Ovarian cancer,Abdominal pain
Ovarian cancer,Abdominal mass
Ovarian cancer,Loss of energy
Ovarian cancer,Early satiety
Ovarian cancer,Weight gain
Ovarian cancer,Increased urination
Ovarian cancer,Indigestion
Depressive disorders,Social withdrawal
Depressive disorders,Sleeping difficulties
Depressive disorders,Loss of appetite
Depressive disorders,Agitation
Depressive disorders,Backaches
Depressive disorders,Emptiness
Depressive disorders,Feeling inadequate in taking care of the baby
Depressive disorders,Mental changes
Depressive disorders,Restlessness
Depressive disorders,Headaches
Depressive disorders,Forgetfulness
Depressive disorders,Zig-zagging from periods of elation to gloom
Depressive disorders,Tiredness
Depressive disorders,Social problems
Depressive disorders,Sluggishness
Depressive disorders,Irritability
Depressive disorders,Sleep and eating disturbances
Depressive disorders,Inability to be comforted
Depressive disorders,Isolation
Depressive disorders,Low self esteem
Depressive disorders,Thoughts of suicide or death
Depressive disorders,Hopelessness
Depressive disorders,Muscle aches
Depressive disorders,Altered sleeping patterns
Depressive disorders,Joint pain
Depressive disorders,Body aches
Depressive disorders,Loss of interest in activities
Depressive disorders,Altered eating habits
Depressive disorders,Difficulty with relationships
Depressive disorders,Loss of confidence
Depressive disorders,Inappropriate guilt
Depressive disorders,Depressed mood
Depressive disorders,Stomach aches
Depressive disorders,Learning disorders
Depressive disorders,Excessive sleeping
Depressive disorders,Alcohol problems
Depressive disorders,Sex problems
Depressive disorders,Overeating
Depressive disorders,Inappropriate crying
Depressive disorders,Loss of energy
Depressive disorders,Sadness
Depressive disorders,Thinking difficulties
Depressive disorders,Exhaustion
Depressive disorders,Poor school grades
Depressive disorders,Running away from home
Depressive disorders,Weight gain
Depressive disorders,Losing your temper
Depressive disorders,Lack of energy
Depressive disorders,Anhedonia
Fibromyalgia,Sleeping difficulties
Fibromyalgia,"Stiffness, especially in the morning"
Fibromyalgia,Irritable bowel syndrome
Fibromyalgia,Symptoms of irritable bowel syndrome
Fibromyalgia,Anxiety
Fibromyalgia,Muscle spasms
Fibromyalgia,Tender points
Fibromyalgia,Musculoskeletal pain
Fibromyalgia,Muscle pain
Fibromyalgia,Sleep disturbances
Food poisoning,Nausea
Food poisoning,Blood in stool
Food poisoning,Headaches
Food poisoning,Type of food poisoning
Food poisoning,Diarrhea
Food poisoning,Retching
Food poisoning,Fever
Food poisoning,Liver disease
Food poisoning,Abdominal cramps
Dementia,Mental decline
Dementia,Neglect of personal appearance
Dementia,Behavioral problems
Dementia,Disorientation
Dementia,Personality changes
Dementia,Dementia
Dementia,Forgetfulness
Dementia,Confusion
Dementia,Short term memory loss
Dementia,Neglecting personal safety
Dementia,Neglect of hygiene
Dementia,Unable to follow directions
Dementia,Loss of memory
Dementia,Neglect of nutrition
Dementia,Repeating questions
Dementia,Inability to drive
Dementia,Poor judgment
Raynaud's phenomenon,Finger sensitivity
Raynaud's phenomenon,Toe sensitivity
Raynaud's phenomenon,Lip pallor
Raynaud's phenomenon,Skin whiteness then blueness then redness
Raynaud's phenomenon,Small blood vessel constriction (vasospastic attacks)
Raynaud's phenomenon,Episodic attacks - lasting minutes or hours
Raynaud's phenomenon,Tingling in fingers
Raynaud's phenomenon,Cold sensitivity
Raynaud's phenomenon,Numbness in fingers
Raynaud's phenomenon,Cyanosis (blueness)
Raynaud's phenomenon,Earlobe redness
Raynaud's phenomenon,Lip color changes
Raynaud's phenomenon,Earlobe pain
Raynaud's phenomenon,Pallor (whiteness)
Raynaud's phenomenon,Lip sensitivity
Raynaud's phenomenon,Lip numbness
Raynaud's phenomenon,Changes in skin color
Raynaud's phenomenon,Toe numbness
Raynaud's phenomenon,Redness around nose
Lupus,Leukopenia
Lupus,Episodic flares and remissions
Lupus,Enlarged liver
Lupus,Swollen joints
Lupus,Loss of appetite
Lupus,Rash between fingers
Lupus,Repeated miscarriages
Lupus,Anterior uveitis
Lupus,Dizziness
Lupus,Unexplained fevers
Lupus,Ankle swelling
Lupus,Paralysis
Lupus,Sun sensitivity
Lupus,Pleurisy
Lupus,Hallucinations
Lupus,Telangiectasia
Lupus,Transverse myelitis
Lupus,Personality changes
Lupus,Psychological problems
Lupus,Sore mouth
Lupus,Swollen glands
Lupus,Breathing difficulties
Lupus,Enlarge lymph nodes
Lupus,Chest pain on deep breaths
Lupus,Sensory neuropathy
Lupus,Anxiety
Lupus,Symptoms of raynaud's phenomenon
Lupus,Intermittent abdominal pleuritic pain
Lupus,Patchy loss of hair
Lupus,Headaches
Lupus,Thrombocytopenia
Lupus,Rash on cheeks and nose
Lupus,Cold sensitivity in fingers
Lupus,Maculopapular red eruption on neck
Lupus,Maculopapular red eruption on extremities
Lupus,Elevated blood pressure
Lupus,Inflammation of the heart and lungs
Lupus,Proteinuria
Lupus,Numbness in fingers
Lupus,Hypertension
Lupus,Myocarditis
Lupus,High blood gamma globulin level
Lupus,Abdominal discomfort
Lupus,Pericarditis
Lupus,Peripheral neuropathies
Lupus,Chills
Lupus,Swelling
Lupus,Poor toe circulation
Lupus,Mental reaction
Lupus,Butterfly face eruption
Lupus,Chronic leg ulcers
Lupus,Cotton wool retinal exudates
Lupus,Endocarditis
Lupus,Hair loss
Lupus,Butterly skin rash
Lupus,Convulsions
Lupus,Extreme fatigue
Lupus,Skin lesions
Lupus,Butterfly rash
Lupus,Nasal sores
Lupus,Endomyocarditis
Lupus,Nail bed scarring
Lupus,Malaise
Lupus,Arthritis
Lupus,Glomerulonephritis
Lupus,Reduced eosinophils
Lupus,Abdominal pain
Lupus,Memory problems
Lupus,Joint pain
Lupus,Blurred vision
Lupus,Aching
Lupus,Reduced white blood cells
Lupus,Depression
Lupus,Recurrent fevers
Lupus,Eye swelling
Lupus,Paranoia
Lupus,Low blood platelet level
Lupus,Fever
Lupus,Strokes
Lupus,Cardiovascular disease
Lupus,Seizures
Lupus,Cyanosis
Lupus,Swelling of legs
Lupus,Kidney problems
Lupus,Vision problems
Lupus,Neurological disorders
Lupus,Glomerular sclerosis
Lupus,Rapid breathing
Lupus,Vasculitis
Lupus,Anorexia
Lupus,Mania
Lupus,Schizophrenia
Lupus,Raynaud's phenomenon
Lactose intolerance,Nausea
Lactose intolerance,Symptoms after meals
Lactose intolerance,Diarrhea
Lactose intolerance,Abdominal bloating
Lactose intolerance,Abdominal gas
Lactose intolerance,Abdominal cramps
Scabies,Rash between fingers
Scabies,Penile rash
Scabies,Severe itching
Scabies,Thigh rash
Scabies,Itchy hands
Scabies,Lower abdominal rash
Scabies,Itching worse after a hot bath or shower
Scabies,Scrotum rash
Scabies,Itching around the nipples
Scabies,Underarm rash
Scabies,Itching between fingers
Scabies,Itchy buttocks
Scabies,Itchy elbow
Scabies,Wrist rash
Scabies,Itchy wrist
Scabies,Underarm itching
Scabies,Itchy scrotum
Scabies,Itching worse in bed
Scabies,Itching under breasts
Scabies,Rash around nipples
Scabies,Itching thigh
Scabies,Genital itching
Scabies,Penile itching
Scabies,Buttocks rash
Scabies,Hand rash
Scabies,Genital rash
Scabies,Elbow rash
Scabies,Rash under breasts
Scabies,Skin rashes
Heart failure,Swollen feet or ankles
Heart failure,Fluid accumulation
Heart failure,Cough
Heart failure,Breathlessness
Heart failure,Tiredness
Heart failure,Hypertension
Heart failure,Raspy breathing
Heart failure,Heart hypertrophy
Heart failure,Shortness of breath or wheezing
Heart failure,Coronary heart disease
Heart failure,Generalized edema
Heart failure,Night urination
Heart failure,Heart enlargement
Heart failure,Coughing up blood
Heart failure,High cholesterol level
Heart failure,Lung congestion
Heart failure,Breathless with exertion
Heart failure,Weight gain
Heart failure,Swollen legs
Food allergies,Hives
Food allergies,Low blood pressure
Food allergies,Trouble swallowing
Food allergies,Sinus pain
Food allergies,Abdominal colic
Food allergies,Eczema
Food allergies,Blood in stool
Food allergies,Mouth tingling
Food allergies,Headaches
Food allergies,Runny nose
Food allergies,Abdominal discomfort
Food allergies,Shortness of breath or wheezing
Food allergies,Diarrhea
Food allergies,Abdominal pain
Food allergies,Poor growth
Food allergies,Trouble breathing
Food allergies,Sneezing
Food allergies,Poor sleep
Food allergies,Itching inside mouth
Food allergies,Itches
Food allergies,Asthma
Parkinson's disease,Shuffling gait
Parkinson's disease,Lack of blinking
Parkinson's disease,Speech changes
Parkinson's disease,Leg tremor
Parkinson's disease,Facial muscle spasm
Parkinson's disease,Stammering
Parkinson's disease,Impaired coordination
Parkinson's disease,Monotonous voice
Parkinson's disease,Tremor or trembling
Parkinson's disease,Tremor in little finger - common early symptom
Parkinson's disease,Involuntary head nodding
Parkinson's disease,Fixed mask-like expression
Parkinson's disease,Walking difficulties
Parkinson's disease,Rigid back
Parkinson's disease,Tight facial muscles
Parkinson's disease,Speaking difficulty
Parkinson's disease,Tremor in one side of the body
Parkinson's disease,Impaired hearing
Parkinson's disease,Stooping posture
Parkinson's disease,Tremor in one arm
Parkinson's disease,Rigidity
Parkinson's disease,Head injuries
Parkinson's disease,Swallowing difficulties
Parkinson's disease,Impaired balance
Parkinson's disease,Fixed facial expression
Parkinson's disease,Facial expression changes
Parkinson's disease,Changes in voice
Parkinson's disease,Hand tremors
Parkinson's disease,Bradykinesia
Heart attack,Nausea
Heart attack,Neck discomfort
Heart attack,Fainting
Heart attack,Light headedness
Heart attack,Back discomfort
Heart attack,Palpitations
Heart attack,High blood cholesterol
Heart attack,Anxiety
Heart attack,High blood pressure
Heart attack,Chest pain
Heart attack,Dilated pupils
Heart attack,Tiredness
Heart attack,Pain radiating to left arm
Heart attack,Upset stomach
Heart attack,Panic
Heart attack,Abdominal discomfort
Heart attack,Cold sweats
Heart attack,Jaw discomfort
Heart attack,Chest fullness
Heart attack,Extreme fatigue
Heart attack,Sweating
Heart attack,Pallor
Heart attack,Loss of consciousness
Heart attack,Absent pulse
Heart attack,Cyanosis
Heart attack,Shortness of breath
Heart attack,Chest discomfort
Heart attack,Heartburn
Heart attack,Heart disease
Heart attack,Diaphoresis
Dry mouth,Bad breath
Dry mouth,Dry mouth
Dry mouth,Tooth decay
Dry mouth,Speaking difficulty
Dry mouth,Reduced saliva production
Dry mouth,Swallowing difficulties
Dry mouth,Thirst
Dry mouth,Oral sores
Dry mouth,Burning or tingling tongue sensation
Dry mouth,Chewing difficulty
Dry mouth,Dry irritated tongue
Dry mouth,Impaired tasting ability
Dry mouth,Chapped lips
Dry mouth,Increased plaque
Dry mouth,Hoarseness
Fractures,Paralysis
Fractures,Loss of pulse below fracture
Fractures,Local swelling
Fractures,Numbness
Fractures,Local pain
Fractures,Deformity or dislocation
Fractures,Local bleeding
Gout,Joint redness
Gout,Ankle swelling
Gout,Wrist pain
Gout,Elbow pain
Gout,Wrist swelling
Gout,Ankle pain
Gout,Swollen ball of foot
Gout,Knee swelling
Gout,Leukemia
Gout,Hyperuricemia
Gout,Big toe swelling
Gout,Pain in ball of foot
Gout,Knuckle swelling
Gout,Gouty arthritis of the hip
Gout,Joint swelling
Gout,Big toe pain
Gout,Knuckle pain
Gout,Tophi
Gout,Elbow swelling
Gout,Joint pain
Gout,Hip pain
Gout,Gouty arthritis
Gout,Skin lumps
Gout,Knee pain
Gout,Joint warmth
Acute bronchitis,Coughing up pus in sputum
Acute bronchitis,Painful cough
Acute bronchitis,Dry cough
Acute bronchitis,Pressure behind breastbone
Acute bronchitis,Noisy breathing
Acute bronchitis,Chest pain
Acute bronchitis,Productive cough
Acute bronchitis,Shortness of breath or wheezing
Acute bronchitis,Trouble breathing
Acute bronchitis,Fever
Acute bronchitis,Generally unwell
Acute bronchitis,Throat pain
Copd,Sleeping difficulties
Copd,Blue nails
Copd,Blue skin
Copd,Breathing difficulties
Copd,Blue lips
Copd,Headaches
Copd,Mild shortness of breath
Copd,Irritability
Copd,Shortness of breath or wheezing
Copd,Cor pulmonale
Copd,Daily morning cough
Copd,Occasional coughing
Copd,Secondary polycythemia
Copd,Sleeplessness
Copd,Shortness of breath during exertion
Copd,Sputum
Copd,Cyanosis
Copd,Chronic cough
Copd,Frequent coughing
Copd,Heart abnormalities
Shingles,Headaches
Shingles,Cancer
Shingles,Chills
Shingles,Skin itchiness
